id,name__en,name__fr,name__zh,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,website,facebook,original_wikiname,name__es,name__nl,name__de,name__ru,name__hu,identifier__freebase,family_name,twitter,name__nb,name__da,name__nn,name__sv,name__it,wikipedia__de,image,identifier__VIAF,identifier__FAST,wikipedia__it,name__zh_hant,name__zh_cn,name__ja,wikipedia__fr,death_date,name__en_gb,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__NLA,identifier__NLAtrove,name__pl,wikipedia__pl,name__pt,name__wuu,name__yue,name__tl,wikipedia__no,wikipedia__pt,wikipedia__tl,wikipedia__wuu,wikipedia__zh_yue,identifier__Britannica,name__id,name__uk,name__si,name__vi,name__fa,name__he,name__bn,name__ar,name__la,name__ca,wikipedia__ar,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__id,wikipedia__la,wikipedia__ru,wikipedia__simple,wikipedia__si,wikipedia__uk,wikipedia__vi,identifier__NNDB,name__en_ca,name__nds,identifier__BNF,identifier__SUDOC,identifier__CANTIC,name__zh_hans,name__zh_hk,wikipedia__sv,name__sq,wikipedia__sq,name__ro,name__cy,name__zh_sg,name__zh_tw,name__ko,wikipedia__enwikiquote,wikipedia__ja,wikipedia__ko,name__eo,wikipedia__enwikinews,wikipedia__eo,name__af,name__an,name__br,name__bs,name__ceb,name__cs,name__et,name__eu,name__fi,name__ga,name__gl,name__hr,name__is,name__lb,name__lmo,name__lt,name__nds_nl,name__pms,name__sk,name__sl,name__tr,name__vec,name__wa,name__gsw,name__mg,wikipedia__mg,identifier__NDL,identifier__NTA,identifier__NUKAT,wikipedia__fi,wikipedia__nl,identifier__IMDB,identifier__Munzinger,identifier__CSPAN,name__sr,name__sh,wikipedia__sh,wikipedia__sr,name__mr,name__de_ch,name__el,name__pt_br,name__ta,name__ms,name__be_tarask,name__fo,name__kl,name__sco,name__ne,name__be,name__ur,name__min,name__mn,name__hi,name__bg,name__io,name__th,name__hy,name__mk,name__lv,name__yi,name__ka,name__ckb,name__hif,wikipedia__af,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__hif,wikipedia__hi,wikipedia__hiwikiquote,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__plwikiquote,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tr,wikipedia__ur,wikipedia__yi,honorific_prefix,identifier__OLID,identifier__wikitree,identifier__GTAA,identifier__AuDB,name__qu,name__uz,name__vo,name__oc,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__ht,name__ku,name__war,name__tpi,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__yo,wikipedia__zh_min_nan,identifier__TED,name__gv,wikipedia__gv,wikipedia__gl,name__jv,wikipedia__dewikiquote,wikipedia__is,wikipedia__jv,wikipedia__lb,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__ast,wikipedia__ast,identifier__MusicBrainz,identifier__discogs,instagram,linkedin,identifier__google_plus,name__bar,name__co,name__fur,name__gd,name__li,name__lij,name__nap,name__pcd,name__sc,name__scn,name__vls,identifier__ULAN,name__de_at,name__frp,name__ia,name__ie,name__kg,name__nrm,name__sr_el,name__sw,name__wo,name__zu,name__sm,wikipedia__ie,wikipedia__mk,wikipedia__sm,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__ATP,identifier__ITF,identifier__NLI
Q5605742,Greg Hunt,Greg Hunt,格雷格·亨特,Greg Hunt,Greg Hunt,格雷格·亨特,male,1965-11-18,Greg,http://www.greghunt.com.au/,greg.hunt.mp,Greg Hunt,Greg Hunt,Greg Hunt,Greg Hunt,,Greg Hunt,/m/02qzkc,Hunt,greghuntmp,,,,,Greg Hunt,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Greg_Hunt.jpg,,,,,,,Greg Hunt,,,,,,,,Greg Hunt,Greg Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5606439,Greg Wilton,Greg Wilton,,Greg Wilton,Greg Wilton,,male,1955-11-06,Greg,,,Greg Wilton,Greg Wilton,Greg Wilton,Greg Wilton,,Greg Wilton,,,,,,,,,,,,,,,,,,2000-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5670053,Harry Jenkins,Harry Jenkins,,Harry Jenkins,Harry Jenkins,,male,1952-08-18,Harry,,,Harry Jenkins,Harry Jenkins,Harry Jenkins,Harry Jenkins,,Harry Jenkins,,,,Harry Jenkins,Harry Jenkins,Harry Jenkins,Harry Jenkins,,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Harry_Jenkins.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5671777,Harry Quick,Harry Quick,,Harry Quick,Harry Quick,,male,1941-06-28,Harry,,,Harry Quick,Harry Quick,Harry Quick,Harry Quick,Гарри Куик,Harry Quick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5673511,Harry Woods,Harry Woods,,Harry Woods,Harry Woods (Australian politician),,male,1947-12-23,Harry,,,Harry Woods (Australian politician),,Harry Woods,Harry Woods,Гарри Вудс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q591604,Warren Truss,Warren Truss,沃倫·特拉斯,Warren Truss,Warren Truss,沃倫·特拉斯,male,1948-10-08,Warren,,,Warren Truss,Warren Truss,Warren Truss,Warren Truss,,Warren Truss,,,,Warren Truss,Warren Truss,Warren Truss,Warren Truss,,Warren Truss,https://upload.wikimedia.org/wikipedia/commons/7/7c/Warren_Truss_at_a_National_Party_candidate_campaign_launch.jpg,,,,,,,Warren Truss,,,,,,,,Warren Truss,Warren Truss,,,,,,,,,,,,Воррен Трасс,,,,,,,,,,,,,,,,,,,Warren Truss,,Воррен Трасс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5981101,Ian Cameron,Ian Cameron,,Ian Cameron,Ian Cameron (politician),,male,1938-03-08,Ian,,,Ian Cameron (Australian politician),,Ian Cameron,Ian Cameron,Йен Камерон,,,,,,,,,,,,262403405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5981160,Ian Causley,Ian Causley,,Ian Causley,Ian Causley,,male,1940-10-19,Ian,,,Ian Causley,Ian Causley,Ian Causley,Ian Causley,,Ian Causley,,,,Ian Causley,Ian Causley,Ian Causley,Ian Causley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5981237,Robert McClelland,Robert McClelland,羅拔·麥克利蘭,Robert McClelland,Robert McClelland (Australian politician),,male,1958-01-26,Robert,,,Robert McClelland (Australian),Robert McClelland,Robert McClelland,,Др. Роберт МакКлелланд,Robert McClelland,,McClelland,,,,,Robert McClelland,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/RobertMcClelland.jpg,296119248,,,羅拔·麥克利蘭,,ロバート・ブルース・マクレランド,,,,,,,,,Robert McClelland,Robert McClelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert McClelland (australisk politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982149,Ian Macfarlane,Ian Macfarlane,伊恩·麥法蘭,Ian Macfarlane,Ian Macfarlane (politician),伊恩·麥法蘭,male,1955-04-05,Ian,,,Ian Macfarlane (Australian politician),Ian Macfarlane,Ian Macfarlane,Ian Macfarlane,,Ian Macfarlane,,,,Ian Macfarlane,Ian Macfarlane,Ian Macfarlane,Ian Macfarlane,,,https://upload.wikimedia.org/wikipedia/commons/d/de/Ian_Macfarlane.JPG,,,,,,,,,,,,,,,Ian Macfarlane,Ian Macfarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982164,Ian Macphee,Ian Macphee,,Ian Macphee,Ian Macphee,,male,1938-07-13,Ian,,,Ian Macphee,Ian Macphee,Ian Macphee,Ian Macphee,,Ian Macphee,,,,Ian Macphee,Ian Macphee,Ian Macphee,Ian Macphee,Ian Macphee,,,91513007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982330,Ian McLachlan,Ian McLachlan,,Ian McLachlan,Ian McLachlan,,male,1936-10-02,Ian,,,Ian McLachlan,Ian McLachlan,Ian McLachlan,Ian McLachlan,,Ian McLachlan,,,,,,,,Ian McLachlan,,,93936947,,,伊恩·麥克拉克倫,伊恩·麦克拉克伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982762,Ian Robinson,Ian Robinson,,Ian Robinson,Ian Robinson (Australian politician),,male,1925-03-27,Ian,,,Ian Robinson (Australian politician),,Ian Robinson,Ian Robinson,,,,,,,,,,,,,53646756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982908,Ian Sinclair,Ian Sinclair,伊恩·辛克萊爵士,Ian Sinclair,Ian Sinclair,,male,1929-06-10,Ian,,,Ian Sinclair,Ian Sinclair,Ian Sinclair,Ian Sinclair,,Ian Sinclair,,,,,,,,Ian Sinclair,,,120500558,1916937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5983284,Ian Wilson,Ian Wilson,,Ian Wilson,Ian Wilson (politician),,male,1932-05-02,Ian,,,Ian Wilson (politician),Ian Wilson,Ian Wilson,Ian Wilson,,Ian Wilson,,Wilson,,Ian Wilson,Ian Wilson,Ian Wilson,Ian Wilson,,,,,,,伊恩·威爾遜,伊恩·威尔逊,,,2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6129774,James Bidgood,James Bidgood,,James Bidgood,James Bidgood (politician),,male,1959-05-25,James,,,James Bidgood (Australian politician),,James Bidgood,James Bidgood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6141370,James Porter,James Porter,,James Porter,James Porter (Australian politician),,male,1950-02-19,James,,,James Porter (Australian politician),,James Porter,James Porter,,,,,,,,,,,,,,,,,,,,,,,,,,1471839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6146653,Jamie Briggs,Jamie Briggs,傑米·布里格斯,Jamie Briggs,Jamie Briggs,傑米·布里格斯,male,1977-06-09,Jamie,,,Jamie Briggs,,Jamie Briggs,Jamie Briggs,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Jamie_Briggs.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6152276,Jane Gerick,Jane Gerick,,Jane Gerick,Jane Gerick,,female,1963-04-23,Jane,,,Jane Gerick,Jane Gerick,Jane Gerick,Jane Gerick,,Jane Gerick,,,,Jane Gerick,Jane Gerick,Jane Gerick,Jane Gerick,,,,,,,,,,,2003-12-25,,,,,,761083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6152639,Jane Prentice,Jane Prentice,,Jane Prentice,Jane Prentice,,female,1953-06-22,Jane,,,Jane Prentice,,Jane Prentice,Jane Prentice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6153070,Janelle Saffin,Janelle Saffin,,Janelle Saffin,Janelle Saffin,,female,1954-11-01,Janelle,,,Janelle Saffin,Janelle Saffin,Janelle Saffin,Janelle Saffin,,Janelle Saffin,,,,Janelle Saffin,Janelle Saffin,Janelle Saffin,Janelle Saffin,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Janelle_Saffin.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6154225,Janice Crosio,Janice Crosio,,Janice Crosio,Janice Crosio,,female,1939-01-03,Janice,,,Janice Crosio,Janice Crosio,Janice Crosio,Janice Crosio,,Janice Crosio,,,,Janice Crosio,Janice Crosio,Janice Crosio,Janice Crosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6155064,Jann McFarlane,Jann McFarlane,,Jann McFarlane,Jann McFarlane,,female,1944-05-22,Jann,,,Jann McFarlane,Jann McFarlane,Jann McFarlane,Jann McFarlane,,Jann McFarlane,,,,,,,,,,,295633011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6162219,Jason Clare,Jason Clare,傑森·克萊爾,Jason Clare,Jason Clare,傑森·克萊爾,male,1972-03-22,Jason,,,Jason Clare,Jason Clare,Jason Clare,Jason Clare,,Jason Clare,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/61/Jason_Clare_portrait_2010.jpg,,,,,,,,,,,,,,,Jason Clare,Jason Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6163809,Jason Wood,Jason Wood,賈森·伍德,Jason Wood,Jason Wood (politician),賈森·伍德,male,1968-05-24,Jason,,,Jason Wood (politician),Jason Wood,Jason Wood,Jason Wood,,Jason Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6172296,Jeannette McHugh,Jeannette McHugh,,Jeannette McHugh,Jeannette McHugh,,female,1934-12-18,Jeannette,,,Jeannette McHugh,Jeannette McHugh,Jeannette McHugh,Jeannette McHugh,,Jeannette McHugh,,,,,,,,,,,93390798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
